id,title,all_authors,author_gender,category,orthography,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,rfdsd
aug002,En obeskrivlig människa,Kerstin Strandberg,F,PRESTIGE,quot,40027,37376,61233,49708,68787,182903,66808,90391,160504,57662,81541
aug006,I min ungdom speglade jag mig ofta,Per Gunnar Evander,M,PRESTIGE,dash,0,0,0,203228,213090,459516,176330,99821,185595,93545,143118
aug011,Har någon sett mig någon annanstans? Skärvor ur en ganska lång natt,Beate Grimsrud,F,PRESTIGE,dash,97128,275392,193663,195440,79088,196328,233639,87060,169085,122630,164949
aug012,Stundande natten,Carl-Henning Wijkmark,M,PRESTIGE,quot,14138,259504,140478,175935,212759,91423,96136,127593,23249,31741,117294
aug013,Världens sista,Daniel Sjölin,M,PRESTIGE,quot,23265,49699,51224,151954,30102,71436,151531,109603,266633,97357,100281
aug016,Edelcrantz förbindelser,Malte Persson,M,PRESTIGE,dash,197433,88078,148698,195174,35307,290741,97112,124688,50398,155017,138266
aug017,Ett annat liv,Per Olov Enquist,M,PRESTIGE,quot,10754,18734,6678,34432,19166,25239,17691,21249,69725,12142,23581
aug019,Den siste greken,Aris Fioretos,M,PRESTIGE,quot,122715,156587,107808,217823,185463,110091,106207,117503,218732,115903,145883
aug020,En liten historia,Eva Adolfsson,F,PRESTIGE,quot,28992,44937,34376,30234,31276,96914,126320,39139,15945,43703,49184
aug022,Ränderna,Magnus Florin,M,PRESTIGE,dash,105030,197041,0,55030,116272,245562,44083,281953,223964,288843,155774
aug023,Kioskvridning 140 grader. En wästern,Peter Törnqvist,M,PRESTIGE,dash,73386,65061,36117,7941,76076,63781,103996,59682,98489,419057,100359
aug024,Darling River. Doloresvariationer,Sara Stridsberg,F,PRESTIGE,quot,20122,5081,90244,81301,62004,154065,104268,1423,94309,53669,66649
aug026,Välkommen till den här världen:,Amanda Svensson,F,PRESTIGE,quot,2955,78116,123730,360295,121884,206464,102678,136103,303416,133149,156879
aug027,Rekviem för John Cummings,Bengt Ohlsson,M,PRESTIGE,dash,119835,108477,64644,108706,68227,76841,92392,75240,43299,70209,82787
aug029,Lacrimosa,Eva-Marie Liffner,F,PRESTIGE,quot,82988,103301,142991,146733,104504,160631,144594,178805,207537,175621,144770
aug030,Korparna,Tomas Bannerhed,M,PRESTIGE,dash,190520,197756,174396,310625,298637,242528,300550,251689,172335,157105,229615
aug031,Springa med åror,Cilla Naumann,F,PRESTIGE,quot,45278,108419,93402,49346,44224,17333,61196,46524,33074,127720,62650
aug032,Ett kort uppehåll på vägen från Auschwitz,Göran Rosenberg,M,PRESTIGE,quot,51254,18541,86403,57312,59864,90160,41318,57683,66408,128454,65739
aug033,En storm kom från paradiset,Johannes Anyuru,M,PRESTIGE,quot,165001,177918,121482,104567,53052,66738,70275,63048,45979,54291,92236
aug037,Liknelseboken. En kärleksroman,Per Olov Enquist,M,PRESTIGE,dash,0,0,10463,18407,96105,0,24608,38171,0,127688,31544
aug038,Porslinsfasaderna,Sven Olov Karlsson,M,PRESTIGE,dash,102659,42508,17854,30668,14169,52591,36102,136037,63859,57453,55392
aug039,Alkemistens dotter. Slutet på universum,Carl-Michael Edenborg,M,PRESTIGE,dash,217788,339380,315111,481861,308732,427320,432324,320240,267576,274081,338441
aug041,Ett så starkt ljus,Lyra Ekström Lindbäck,F,PRESTIGE,quot,99824,139680,48000,88000,43200,86560,217440,212000,228480,80800,124398
aug042,Beckomberga. Ode till min familj,Sara Stridsberg,F,PRESTIGE,quot,151310,253567,253099,265029,203977,401404,305965,311813,318129,247953,271222
aug045,Mary,Aris Fioretos,M,PRESTIGE,quot,51977,61313,55204,146062,74197,83407,123737,78640,122293,88970,88580
aug046,Masja,Carola Hansson,F,PRESTIGE,quot,43786,98330,83193,88635,70245,141052,129730,136611,108213,169137,106893
aug047,Rörelsen. Den andra platsen,John Ajvide Lindqvist,M,PRESTIGE,quot,77120,59413,72926,64073,128277,173928,94362,84110,98672,21787,87467
aug049,Bli som folk,Stina Stoor,F,PRESTIGE,dash,26288,104085,18472,81350,83126,35879,32682,25933,47957,55437,51121
aug051,De polyglotta älskarna,Lina Wolff,F,PRESTIGE,dash,101322,162829,89734,422671,258841,121379,142772,193879,206359,97920,179771
aug053,Aftonland,Therese Bohman,F,PRESTIGE,quot,147556,70156,173178,77972,109415,236780,147946,125023,156670,59251,130398
aug054,Just nu är jag här,Isabelle Ståhl,F,PRESTIGE,quot,82517,103211,186831,259568,305823,299655,283874,286414,378378,384364,257060
aug056,Hastigheten,Jörgen Gassilewski,M,PRESTIGE,dash,303686,155452,246928,126390,460503,314999,352253,171640,52077,315779,249971
aug057,I en skog av sumak,Klas Östergren,M,PRESTIGE,quot,48871,86067,62292,42370,68402,78353,119405,71059,53925,52198,68294
aug058,Sidonie & Nathalie. Från Limhamn till Lofoten,Sigrid Combüchen,F,PRESTIGE,quot,17441,11922,24396,62479,9493,37201,125621,25168,26272,26603,36660
aug059,Socialdemokratiska noveller,Björn Runeborg,M,PRESTIGE,dash,103309,143533,133739,543214,70584,175616,82714,142182,30733,168524,159423
aug060,Människan är den vackraste staden,Sami Said,M,PRESTIGE,quot,213078,146594,121668,155602,109329,142381,148075,198667,209279,153258,159794
aug061,Väderfenomen,Anna Fock,F,PRESTIGE,quot,221051,218727,331831,378481,378154,324081,369199,267934,280191,328587,309824
aug062,Odenplan,Daniel Gustafsson,M,PRESTIGE,dash,72681,53097,118521,77263,131479,119311,186917,139855,33186,110303,104262
aug065,Splendor,Stefan Lindberg,M,PRESTIGE,quot,88215,142760,38774,156816,79241,192379,94650,39966,47071,72989,95284
bstream_001,Alla kan se dig,Anna Jansson,F,CRIME,quot,195705,230602,279836,647683,466393,363340,291023,554121,589960,481598,410025
bstream_002,"Falleri, fallera, falleralla",Carin Gerhardsen,F,CRIME,dash,161432,328367,219927,277745,337763,427326,389148,485567,265555,219946,311278
bstream_003,Hämnaren,"Dag Öhrlund, Dan Buthler",M,CRIME,quot,304674,213376,175387,172998,278321,306721,186761,210646,138080,229868,221685
bstream_004,Vita spår,Emelie Schepp,F,CRIME,dash,171472,365031,388315,370511,432924,287455,401741,381351,251224,254625,330464
bstream_005,Dominodöden,Jonas Moström,M,CRIME,quot,356881,392450,328483,448158,401363,368938,372395,424826,264910,289422,364783
bstream_006,Den gränslöse,Jussi Adler-Olsen,M,CRIME,quot,355547,494912,462211,374682,487900,600459,489606,451167,246091,404716,436729
bstream_007,Skymningsflickan,Katarina Wennstam,F,CRIME,quot,112565,221143,242715,260198,233309,324813,473776,317861,357632,358757,290277
bstream_008,En mörkare himmel : Gran Canaria,"Mari Jungstedt, Ruben Eliassen",2,CRIME,dash,102669,127961,273711,285821,218733,181224,257636,390419,213160,251018,230235
bstream_009,I sanningens namn,Viveca Sten,F,CRIME,quot,185576,258710,276993,228035,401768,289893,313052,148095,269172,253759,262504
bstream_010,Rädslans fångar : Ett nytt fall för Maria Wern,Anna Jansson,F,CRIME,quot,222845,327109,204833,196727,621527,288115,383196,498352,493904,552614,378923
bstream_011,Kärlek sökes,Carin Hjulström,F,ROMANCE,dash,386792,391613,327602,437278,274472,467934,331757,490630,382607,370815,386151
bstream_012,Där inga ögon ser,Dag Öhrlund,M,CRIME,quot,209250,360123,485806,423697,364388,242570,373317,367453,504198,353772,368458
bstream_013,Motvind,"Dag Öhrlund, Dan Buthler",M,CRIME,quot,283254,307954,224904,192046,366531,185022,248924,353274,233968,269205,266508
bstream_014,På sex meters djup,Denise Rudberg,F,CRIME,dash,544243,256665,473625,508508,500922,629041,735961,612734,702070,597929,556170
bstream_015,Prio ett,Emelie Schepp,F,CRIME,dash,300685,276074,448569,369223,396319,294244,373620,549591,370757,210838,358991
bstream_017,Mordbrännaren,"Anders Gustafson, Johan Kant",M,CRIME,dash,199839,283004,178818,260780,214466,109246,203403,301403,225621,365685,234226
bstream_018,Midnattsflickor,Jonas Moström,M,CRIME,quot,158472,579351,421137,381160,266312,296083,340075,205619,381586,207025,323680
bstream_019,När livet börjar om,Lucy Dillon,F,ROMANCE,quot,318752,359163,413287,397235,389109,420206,412832,363443,513860,360678,394857
bstream_020,Välkommen hem,Ninni Schulman,F,CRIME,quot,229647,286033,314060,394218,277945,371654,414515,277625,274342,309798,314983
bstream_021,Sov du lilla videung,"Cilla Börjlind, Rolf Börjlind",2,CRIME,dash,139988,251333,239167,207500,201667,217083,215750,205417,206417,236250,212057
bstream_022,Den hemliga kvinnan,Anna Ekberg,F,CRIME,dash,278615,186305,208010,197416,205685,310395,296382,147976,184496,188200,220349
bstream_023,Det du inte vet,Anna Jansson,F,CRIME,quot,333832,283527,289053,682054,519341,417981,298837,512720,463681,329381,413040
bstream_024,Tryggare kan ingen vara,Dag Öhrlund,M,CRIME,quot,457838,403207,363083,451893,507825,382111,563852,523423,438949,264876,435706
bstream_025,Uppståndelsen,"Dag Öhrlund, Dan Buthler",M,CRIME,quot,292223,164235,221779,343062,242153,284928,283453,217511,454433,454708,295848
bstream_026,De sju som såg,Denise Rudberg,F,CRIME,dash,533372,564819,463114,438986,722962,399370,763248,689156,544335,462541,558191
bstream_027,Trogen intill döden,Jonas Moström,M,CRIME,quot,319645,597679,321796,411907,377296,365150,326135,481332,324723,280727,380638
bstream_028,Prästens lilla flicka,Susan Casserfelt,F,CRIME,quot,281015,142702,259885,275708,205642,265468,237120,267647,344298,332680,261217
bstream_029,Den tatuerade cirkeln,Susan Casserfelt,F,CRIME,quot,291775,260250,320198,338169,242894,339985,489603,302591,329337,317374,323216
bstream_030,Kvinnan på bänken,Anna Jansson,F,CRIME,quot,188930,431420,523396,308449,573894,621629,524351,433009,517321,452186,457457
bstream_031,Bakom stängda dörrar,B.A. Paris,F,CRIME,quot,313880,332617,313522,358396,142635,254446,289772,392887,431913,339341,316943
bstream_033,5:e Moseboken,Christina Larsson,F,CRIME,quot,496324,548004,487131,568487,445005,610189,487605,593865,649265,339006,522490
bstream_034,Nådastöten,Christina Larsson,F,CRIME,quot,387433,502609,538299,461086,379150,577265,448873,518872,526257,484623,482448
bstream_035,Se till mig som liten är,Dag Öhrlund,M,CRIME,quot,267307,406021,504252,387396,443991,384504,550944,461728,553495,355873,431552
bstream_036,Domaren,Dag Öhrlund,M,CRIME,quot,59218,172477,143661,118125,309300,260178,374797,345063,309516,216652,230899
bstream_037,Hämndens pris,Erik Lewin,M,CRIME,quot,147759,183981,287393,264739,227678,94778,195735,227583,181991,158104,196973
bstream_038,Änglabarnet,"Anders Gustafson, Johan Kant",M,CRIME,quot,62667,275233,281014,162667,160960,288128,172889,120053,245442,204980,197395
bstream_039,Skuggorna ruva,Jonas Moström,M,CRIME,quot,283300,501450,415742,374900,496550,388339,273800,492249,499450,240124,396588
bstream_040,Ondskans ansikte,Mats Ahlstedt,M,CRIME,dash,278337,399431,408552,374437,355484,472107,456172,475243,390784,388297,399884
bstream_042,Mitt hjärta är ditt,Anna Jansson,F,CRIME,quot,435721,431796,469087,543948,532330,515865,574482,624905,478465,364667,497127
bstream_043,Dotter saknad,Anna Jansson,F,CRIME,quot,56013,276139,399560,378208,423537,461030,525852,431252,527384,348750,382773
bstream_044,Ingen lämnas kvar,Dag Öhrlund,M,CRIME,quot,370209,484271,508566,564847,389120,273933,563105,480592,594037,420482,464917
bstream_045,Under nio nätter,Denise Rudberg,F,CRIME,dash,363059,602260,532126,457037,653507,464778,597461,531042,716674,669453,558740
bstream_046,Snödrev,Helene Tursten,F,CRIME,dash,268974,451853,315944,359580,277309,230830,294175,191704,297117,325260,301275
bstream_047,Offer 2117,Jussi Adler-Olsen,M,CRIME,quot,268353,408066,377990,318387,446138,466986,489815,441080,351128,306152,387409
bstream_048,Sista färjan från Ystad,Karin Alfredsson,F,CRIME,dash,242718,236763,315607,280860,241387,213873,326399,229364,233526,267977,258849
bstream_049,Trojanen,Mats Ahlstedt,M,CRIME,dash,312988,480079,482642,441817,424045,334692,513920,518173,468779,444664,442179
bstream_050,Morden på Mörkö,Samuel Karlsson,M,CRIME,quot,322678,385832,385498,452662,305224,387169,286367,310648,260526,295867,339248
bstream_052,När regnen upphör,Dag Öhrlund,M,CRIME,quot,331905,574852,463787,372939,465436,354364,445324,351506,398505,425588,418421
bstream_053,Dödslistan,Anna Jansson,F,CRIME,quot,194537,395083,454224,493828,355119,580172,309692,563075,391340,408843,414593
bstream_055,Fruset guld,"Cilla Börjlind, Rolf Börjlind",2,CRIME,dash,253678,114329,347109,258388,341861,365758,416682,270453,245525,316307,293008
bstream_059,Offermakaren,Viveca Sten,F,CRIME,quot,94169,119684,265908,220207,216108,257506,281074,184548,233426,100625,197326
bstream_060,De sju systrarna,Lucinda Riley,F,ROMANCE,quot,390533,412229,453171,471639,532903,479708,373439,471102,448449,504513,453768
bstream_062,Ödesmark,Stina Jackson,F,CRIME,dash,175762,185042,121852,164273,155563,132788,226359,192665,294741,215667,186471
bstream_063,Tio grisar nere,Denise Rudberg,F,CRIME,dash,292869,476748,393883,388421,428371,756592,653870,544476,503901,576935,501607
bstream_064,Sovsågott,Anders Roslund,M,CRIME,dash,239696,321929,320841,395259,328663,301962,247285,204344,226036,170598,275661
bstream_065,Skuggan bakom dig,Anna Jansson,F,CRIME,quot,354244,300992,512759,523126,552415,472975,502924,484405,448698,469384,462191
orig_001,1986 - S1,Jesper Ersgård,M,CRIME,dash,350165,227373,169066,209929,252623,353946,413150,356062,266406,297146,289588
orig_002,1986 - S2,Jesper Ersgård,M,CRIME,dash,187485,159393,372074,158922,159746,258911,300200,308552,363722,190919,245992
orig_003,1986 - S3,Jesper Ersgård,M,CRIME,dash,237449,394236,512322,142671,404799,196375,189619,229756,411320,486046,320458
orig_004,42 kilo kärlek,Felicia Welander,F,ROMANCE,quot,207855,315215,222597,209543,237227,291020,162390,252645,353365,361508,261335
orig_005,Akademin,Eva Maria Fredensborg,F,CRIME,quot,239688,388800,319271,336779,367753,263647,339692,343794,363056,215937,317842
orig_006,Akademin 2 - Pojken som försvann,Eva Maria Fredensborg,F,CRIME,quot,234433,347680,371935,278998,317693,252690,385552,301464,259658,234718,298482
orig_008,Änkornas begravningsbyrå,Johanna Nilsson,F,OTHER,quot,276359,428588,340909,426362,428187,470650,403351,500879,402413,390744,406842
orig_009,Annars tar jag dig - S1,C S Duffy,F,CRIME,quot,201139,218003,262564,252625,365687,314608,270940,342975,296180,321233,284594
orig_010,Av jord är du kommen,Marko Kilpi,M,CRIME,dash,220467,179327,255581,237170,215425,225975,218179,232531,307190,273847,236569
orig_011,Bergtagen - S1,"Linda Skugge, Sigrid Tollgård",F,CRIME,dash,139270,221374,304569,203562,271158,412324,265959,256887,248921,203562,252757
orig_012,"Blod, tvätt & dårar - S1",Max Landergård,M,OTHER,quot,350000,460406,357360,526523,329442,367132,380076,348604,494416,535982,414993
orig_013,Blodet ropar - S1,Edmond Alonso,M,CRIME,quot,122447,226532,403303,294437,262929,275532,296502,322251,326706,212757,274340
orig_014,Byvalla - S1,Karin Janson,F,ROMANCE,quot,331325,309102,284369,326846,358318,405775,487820,415819,490898,414741,382500
orig_015,Byvalla - S2,Karin Janson,F,ROMANCE,quot,298126,339912,294487,379824,390341,436163,438258,491180,433958,419451,392170
orig_016,Byvalla - S3,Karin Janson,F,ROMANCE,quot,378690,317746,261151,390798,392091,318897,484538,417151,332292,319793,361314
orig_017,Centralgången - Del 1,"Felicia Welander, Gunnar Svensén, Karin Janson, Magnus Abrahamsson, Storytel Writers' Room",2,ROMANCE,quot,285487,285678,182710,253899,334144,303203,244927,259936,230337,280731,266105
orig_018,Dalagatan 14 - S1,"Karina Berg Johansson, Magnus Nordin",2,CRIME,quot,124646,339075,267452,337829,234814,208839,259973,277879,254533,208409,251343
orig_019,De herrelösa hundarna - S1,Fredrik Hardenborg,M,CRIME,quot,206868,86977,280894,163498,196530,164449,176806,76996,280775,236958,187074
orig_020,De själlösa - S1,Helene Holmström,F,CRIME,quot,175760,146793,375082,296199,273797,374823,283023,347419,188065,249728,271067
orig_021,Deadline - S1,Carl V Andersson,M,CRIME,quot,283216,364500,292992,326356,394465,442302,574143,459928,336775,348113,382279
orig_026,Dolt nummer - S1,Niklas Lindroth,M,CRIME,quot,131300,188490,227213,335915,150006,342071,192684,328607,281068,273475,245082
orig_027,Drömmen om Tom,Sara Dalengren,F,ROMANCE,quot,114827,190084,195854,264869,208716,203981,236132,299258,227888,227915,216952
orig_028,Ellen Holms - privatdetektiv - S1,Nicolet Steemers,F,CRIME,quot,399216,360257,449222,239724,455161,341727,474103,509087,398385,253386,388029
orig_029,En andra chans - S1,Martyn van Beek,M,CRIME,quot,96633,180486,394327,284757,421914,489713,430330,624532,270418,316085,350920
orig_030,En annan strand,Klas Lundström,M,ROMANCE,dash,325934,375308,384118,359525,332903,417479,371388,361917,294608,373429,359661
orig_031,En ohelig allians - S1,Maria Vickberg,F,CRIME,quot,310886,266244,331648,372203,353808,314974,321106,317448,290125,283916,316236
orig_032,Evas första vecka som död - S1,Anders Fager,M,OTHER,quot,66370,37638,66236,147105,205029,179285,320500,406034,319782,287787,203574
orig_033,Fader Malakis ögon - S01,Marko Hautala,M,CRIME,quot,188613,113889,105497,169525,174738,45948,131283,90850,3665,80377,110439
orig_034,Förändringarnas vindar - Del 1,Veronica Almer,F,ROMANCE,quot,322791,319740,312738,274229,330856,267273,267166,297875,267965,307456,296809
orig_035,Gäddsimmerskan - S1,Cecilia Klang,F,ROMANCE,quot,394772,331681,413972,345877,167099,454709,573119,482141,329540,401239,389416
orig_036,Gäddsimmerskan och bryggmästarens kärlek - S2E1,Cecilia Klang,F,ROMANCE,quot,323666,411491,494852,437680,374184,346618,332854,350493,303111,431418,380636
orig_037,Graffitimorden,Christian Holmqvist,M,CRIME,quot,48740,156199,179049,267284,146824,285062,139677,234708,88118,224279,176994
orig_038,Gustav III checkar in - S1,Christian Holmqvist,M,OTHER,quot,254515,513416,541151,435501,519675,401961,327786,263674,395253,342407,399533
orig_039,Gustav III checkar in - S2,Christian Holmqvist,M,OTHER,quot,481875,532170,535914,504420,446856,366902,524502,454739,482994,294282,462467
orig_040,Gustav III checkar in – julspecial,Christian Holmqvist,M,OTHER,quot,261938,540408,646067,352776,247191,379480,443118,444132,524579,276880,411661
orig_041,Ha ett underbart år,Tove Meyer,F,ROMANCE,quot,96663,139598,222154,218501,149411,383710,211385,330226,284225,256288,229216
orig_042,Härifrån till dig,Albert Lindemalm,M,ROMANCE,quot,139239,281927,229658,181162,258110,231922,206488,243453,265438,344471,238186
orig_043,I krig och kärlek,"Caroline Grimwalker, Leffe Grimwalker",2,ROMANCE,quot,121338,271287,172085,216030,153745,171588,286531,359295,351673,250327,235388
orig_044,Jordbunden - S1,Erik Thulin,M,CRIME,dash,265088,190658,237586,171887,229098,282440,235731,323475,171450,203012,231043
orig_045,Jordbunden - S2,Erik Thulin,M,CRIME,quot,228603,228603,211844,180335,276425,282235,212626,254413,238659,131523,224528
orig_046,Jordbunden - S3,Erik Thulin,M,CRIME,quot,180231,179648,300384,291769,249651,246012,353359,298056,251717,251397,260223
orig_047,Jul i Byvalla,Karin Janson,F,ROMANCE,quot,548406,285292,328217,490254,373081,522150,349469,311872,514758,496161,421966
orig_048,Jul på Huvudkontoret,Gunnar Svensén,M,ROMANCE,quot,119313,215201,222752,211802,175261,183408,275979,167710,222851,243020,203730
orig_049,Jungfruresan - S1,Joel Arvidsson,M,OTHER,quot,164283,216769,212588,267826,310333,177707,191131,236466,243838,192913,221385
orig_050,Kalla fötter - S1,Karin Janson,F,ROMANCE,quot,321018,254645,289032,343328,278159,402027,444738,320629,408952,393053,345558
orig_051,Kämpa tjejer! - S1,Jenny Gromark Wennberg,F,ROMANCE,quot,347021,325815,305995,288183,244943,335499,379995,397695,286222,355891,326726
orig_052,Kropparna i Timmerdalen - S1,Gustaf Gustafsson,M,OTHER,quot,240951,201000,259264,316149,264871,284130,376112,256095,316675,448196,296345
orig_053,Lillforsa Ladies,Karin Janson,F,ROMANCE,quot,157328,229021,223319,250566,278175,305694,246402,336834,344256,279171,265076
orig_054,Majken Linds mordmysterier - S1,"Boel Bermann, Olle Söderström",2,CRIME,quot,444228,441413,432535,520523,593327,329474,591378,455119,515822,630819,495460
orig_055,Maskeradstaden,Maria Monciu,F,OTHER,quot,431555,540260,405584,591450,499188,435281,376258,613528,520074,386580,479974
orig_056,Mördarens syster,Emma Andersson,F,CRIME,quot,272546,180943,247897,218325,237716,221558,230165,195219,244135,241479,228999
orig_057,Mörkermannen,Anna Bågstam,F,CRIME,quot,238386,292416,352363,441166,375876,467051,385102,407416,510229,296744,376676
orig_058,Mörkt arv - S1,Arianna Bommarco,F,CRIME,quot,289598,370791,282240,473185,567224,417186,320155,555375,478548,292878,404719
orig_059,Nära gränsen – Gisslan,Daniel Åberg,M,CRIME,quot,178516,193461,92564,250430,296712,256589,244090,310841,335386,356703,251528
orig_060,Nära gränsen – Hotet,Daniel Åberg,M,CRIME,quot,318703,351334,364903,331300,377926,320827,361351,363810,392678,320827,350366
orig_061,Nina i Granbergsbyn - S1,Anna Holmström Degerman,F,ROMANCE,quot,129149,177148,256407,218020,141470,193519,188551,166422,145986,136954,175362
orig_062,Nina i Granbergsbyn - S2,Anna Holmström Degerman,F,ROMANCE,quot,215981,223465,179592,141064,222222,227787,217251,236391,196495,227566,208782
orig_063,Ögonvittnet,Anna Bågstam,F,CRIME,quot,254338,357974,309798,399799,406579,308826,428142,318455,527730,469509,378115
orig_064,Önskebrunnen - S1,"Felicia Welander, Peo Bengtsson",2,CRIME,quot,119000,143541,280659,239430,169937,142824,78019,104415,306587,322004,190640
orig_065,Panopticon,JC Koldemo,F,OTHER,quot,75976,80299,179417,248895,258129,137234,181943,216060,429443,352978,216038
orig_067,Ryggdjur,Hanna von Corswant,F,CRIME,quot,98322,126817,201371,106489,141929,110389,116521,163810,164618,219359,144962
orig_068,Saknad - S1,Lone Theils,F,CRIME,quot,229767,302524,443654,435004,386183,421495,458467,487736,541533,425812,413217
orig_069,Samtal pågår,"Henrik Karlsson, Tiina Nevala",2,ROMANCE,quot,239856,376674,229538,341292,332367,346446,415678,343409,378744,318841,332284
orig_070,Sekten - S1,Maria Nordström,F,CRIME,quot,376024,112358,273431,442586,250337,312268,455719,302391,164328,461159,315059
orig_071,Semesterkaos på Huvudkontoret,Gunnar Svensén,M,ROMANCE,quot,182461,230660,142453,255540,180189,168868,224894,286321,156604,301887,212989
orig_072,Skuggspelet,Anna Bågstam,F,CRIME,quot,368202,390586,407396,395986,437358,467220,418133,442203,531890,448828,430779
orig_073,Slutspel,Nina Hampusson,F,OTHER,quot,377950,237230,455956,409020,454958,510471,420878,476676,456953,446033,424612
orig_074,Sofia Tholls kabinett - S1,Elisabeth Östnäs,F,CRIME,quot,259574,306613,258424,383669,158730,237493,191834,135710,120759,258569,231138
orig_075,Stackars Birger - S1,Martina Montelius,F,OTHER,quot,45154,280314,381938,389596,608956,299900,184358,339571,641886,317740,348943
orig_076,Stockholm Psycho,Anna Bågstam,F,CRIME,quot,275983,312336,179148,232231,260590,326965,249372,348253,393231,310187,288830
